gender,age,under_30,senior_citizen,number_of_dependents,married,city,zip_code,total_population,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,customer_status,churn_reason,churn_value
Male,54,No,No,0,No,Dorris,96023,1162,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,67.25,45.8,832.3,0.0,0,549.6,1381.9,12,Yes,Yes,Yes,4,Yes,Offer D,No,0,Stayed,Don't know,0
Female,56,No,No,0,No,Oakland,94605,42854,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,87.6,40.92,2724.25,0.0,70,1268.52,4062.77,31,Yes,Yes,No,20,No,No,No,0,Stayed,Don't know,0
Male,57,No,No,3,Yes,Petrolia,95558,300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.9,31.33,6457.15,0.0,0,2224.43,8681.58,71,Yes,Yes,Yes,27,Yes,Offer A,Yes,6,Stayed,Don't know,0
Male,80,No,Yes,0,Yes,Laguna Beach,92651,25206,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),101.9,14.49,5265.5,0.0,0,724.5,5990.0,50,Yes,Yes,Yes,17,Yes,No,Yes,9,Stayed,Don't know,0
Male,51,No,No,0,No,Darwin,93522,64,No,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),46.2,0.0,2431.95,0.0,0,0.0,2431.95,54,Yes,No,No,7,Yes,Offer B,No,0,Stayed,Don't know,0
Female,41,No,No,0,No,Bass Lake,93604,613,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,52.2,34.04,52.2,0.0,0,34.04,86.24,1,Yes,Yes,No,23,Yes,No,No,0,Churned,Competitor made better offer,1
Female,73,No,Yes,0,No,Beverly Hills,90212,11355,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Two Year,Yes,Electronic check,55.6,2.81,580.8,15.2,0,30.91,596.51,11,Yes,Yes,Yes,3,Yes,No,No,0,Stayed,Don't know,0
Male,19,Yes,No,0,Yes,La Crescenta,91214,29110,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,One Year,Yes,Electronic check,70.95,29.61,3250.45,24.92,0,1302.84,4528.37,44,Yes,Yes,No,48,Yes,No,Yes,1,Stayed,Don't know,0
Male,54,No,No,0,Yes,Rancho Palos Verdes,90275,41263,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),107.6,34.62,6912.7,0.0,0,2146.44,9059.14,62,Yes,Yes,Yes,28,Yes,No,Yes,8,Stayed,Don't know,0
Male,45,No,No,0,No,Gasquet,95543,532,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,86.9,36.08,4939.25,0.0,0,2056.56,6995.81,57,Yes,Yes,Yes,26,Yes,Offer B,No,0,Stayed,Don't know,0
Male,39,No,No,3,Yes,Spreckels,93962,407,Yes,No,No,No,No,No,No,No,No,,One Year,No,Bank transfer (automatic),19.8,45.18,342.3,0.0,0,813.24,1155.54,18,No,Yes,No,0,No,Offer D,Yes,1,Stayed,Don't know,0
Male,23,Yes,No,0,Yes,Pioneertown,92268,354,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),98.7,45.24,6858.9,0.0,0,3166.8,10025.7,70,Yes,Yes,Yes,42,Yes,Offer A,Yes,5,Stayed,Don't know,0
Female,24,Yes,No,0,No,Cutler,93615,5519,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),99.85,24.86,1992.55,0.0,0,522.06,2514.61,21,Yes,Yes,Yes,48,Yes,No,No,0,Stayed,Don't know,0
Male,68,No,Yes,0,No,San Diego,92130,28201,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,45.05,40.93,770.6,0.0,0,695.81,1466.41,17,Yes,Yes,No,2,Yes,No,No,0,Churned,Competitor made better offer,1
Female,66,No,Yes,0,Yes,San Diego,92102,47140,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.55,22.89,3930.6,0.0,0,961.38,4891.98,42,Yes,Yes,Yes,12,Yes,No,Yes,3,Stayed,Don't know,0
Female,49,No,No,0,Yes,Cloverdale,95425,9210,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,One Year,No,Electronic check,79.2,14.51,1742.45,0.0,0,304.71,2047.16,21,Yes,Yes,No,20,Yes,Offer D,Yes,7,Stayed,Don't know,0
Female,60,No,No,0,No,Valley Springs,95252,11266,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Electronic check,19.55,40.98,61.05,0.0,0,122.94,183.99,3,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Female,26,Yes,No,3,No,San Francisco,94105,2066,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.95,45.87,170.9,0.0,0,366.96,537.86,8,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Male,53,No,No,0,Yes,Oakland,94606,41876,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,No,Electronic check,57.45,2.86,990.85,15.73,0,51.48,1026.6,18,Yes,Yes,No,22,Yes,No,Yes,1,Churned,Competitor had better devices,1
Female,68,No,Yes,0,No,Irvine,92606,17621,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,88.55,21.57,179.25,0.0,0,43.14,222.39,2,Yes,Yes,Yes,28,Yes,No,No,0,Churned,Competitor had better devices,1
Male,22,Yes,No,0,Yes,Grover Beach,93433,13106,Yes,No,No,No,No,No,No,No,No,,One Year,No,Mailed check,20.2,38.41,34.75,0.0,0,76.82,111.57,2,No,Yes,No,0,No,No,Yes,6,Joined,Don't know,0
Female,66,No,Yes,0,No,San Quentin,94964,6448,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Credit card (automatic),19.6,47.46,967.9,0.0,0,2420.46,3388.36,51,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Male,42,No,No,3,Yes,Stockton,95206,49657,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),75.9,31.55,1549.75,0.0,0,662.55,2212.3,21,Yes,Yes,Yes,23,Yes,No,Yes,6,Stayed,Don't know,0
Male,30,No,No,0,Yes,Susanville,96130,19440,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),54.55,0.0,2978.3,0.0,50,0.0,3028.3,55,Yes,No,No,42,No,No,Yes,1,Churned,Attitude of service provider,1
Female,64,No,No,0,No,Foresthill,95631,5714,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.75,29.53,6367.2,0.0,110,2067.1,8544.3,70,Yes,Yes,Yes,7,No,No,No,0,Stayed,Don't know,0
Male,60,No,No,0,No,Fresno,93702,47999,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,55.25,1.53,1715.65,0.0,10,47.43,1773.08,31,Yes,Yes,No,6,No,Offer C,No,0,Churned,Attitude of support person,1
Male,30,No,No,0,No,Knights Landing,95645,1793,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Cable,One Year,Yes,Bank transfer (automatic),49.35,0.0,3321.35,0.0,0,0.0,3321.35,67,Yes,No,No,85,Yes,Offer A,No,0,Stayed,Don't know,0
Female,58,No,No,0,No,Gustine,95322,7872,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.1,46.17,70.1,0.0,0,46.17,116.27,1,Yes,Yes,No,30,Yes,Offer E,No,0,Churned,Competitor offered higher download speeds,1
Male,43,No,No,0,No,Escondido,92025,49281,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,19.6,16.81,390.4,0.0,0,353.01,743.41,21,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Female,19,Yes,No,0,Yes,Knights Landing,95645,1793,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.25,32.11,1554.0,0.0,0,706.42,2260.42,22,Yes,Yes,No,52,Yes,No,Yes,1,Churned,Competitor offered higher download speeds,1
Female,78,No,Yes,0,No,Stevenson Ranch,91381,9937,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.8,4.1,906.85,0.0,0,45.1,951.95,11,Yes,Yes,Yes,5,Yes,No,No,0,Churned,Extra data charges,1
Male,73,No,Yes,0,No,California Hot Springs,93207,226,Yes,Yes,No,No,No,No,No,No,No,DSL,Two Year,No,Electronic check,45.2,49.34,45.2,0.0,0,49.34,94.54,1,Yes,Yes,No,15,Yes,Offer E,No,0,Joined,Don't know,0
Male,36,No,No,0,Yes,Canyon Country,91351,59259,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Credit card (automatic),25.85,36.03,1872.2,5.73,0,2594.16,4460.63,72,No,Yes,Yes,0,No,No,Yes,1,Stayed,Don't know,0
Female,57,No,No,1,Yes,Burnt Ranch,95527,485,Yes,No,No,No,No,No,No,No,No,,One Year,Yes,Credit card (automatic),25.6,25.69,917.15,0.0,0,873.46,1790.61,34,No,Yes,Yes,0,No,No,Yes,6,Stayed,Don't know,0
Female,23,Yes,No,0,Yes,Tarzana,91356,27424,Yes,No,No,No,No,No,No,No,No,,One Year,No,Electronic check,20.0,27.72,540.05,0.0,0,803.88,1343.93,29,No,Yes,No,0,No,Offer C,Yes,6,Stayed,Don't know,0
Male,50,No,No,0,Yes,Santa Ana,92707,62634,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),100.3,26.15,5614.45,0.0,100,1464.4,7178.85,56,Yes,Yes,Yes,7,No,No,Yes,2,Churned,Competitor offered more data,1
Male,42,No,No,2,Yes,El Cajon,92019,40995,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),64.4,17.37,316.9,0.0,0,86.85,403.75,5,Yes,Yes,Yes,15,Yes,No,Yes,7,Stayed,Don't know,0
Male,53,No,No,0,No,Pinole,94564,16717,No,Yes,Yes,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Mailed check,33.6,0.0,550.35,0.0,0,0.0,550.35,18,Yes,No,No,30,Yes,No,No,0,Stayed,Don't know,0
Female,21,Yes,No,3,Yes,Santa Cruz,95060,43192,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Electronic check,20.0,38.6,417.65,9.73,0,772.0,1179.92,20,No,Yes,No,0,No,No,Yes,4,Stayed,Don't know,0
Female,80,No,Yes,0,No,Malibu,90263,11,Yes,Yes,No,No,No,No,No,Yes,No,Cable,Month-to-Month,Yes,Electronic check,79.6,31.91,195.05,0.0,0,63.82,258.87,2,Yes,Yes,No,30,Yes,Offer E,No,0,Churned,Long distance charges,1
Male,33,No,No,2,No,Brisbane,94005,3635,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),99.7,23.54,4634.35,0.0,0,1059.3,5693.65,45,Yes,Yes,Yes,12,Yes,No,No,0,Stayed,Don't know,0
Male,68,No,Yes,0,Yes,Pomona,91767,46626,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,No,Electronic check,107.05,27.56,2172.05,0.0,0,551.2,2723.25,20,Yes,Yes,Yes,3,Yes,No,Yes,3,Stayed,Don't know,0
Female,30,No,No,0,No,Parlier,93648,12587,Yes,No,No,No,No,No,No,No,No,,One Year,No,Mailed check,20.0,32.43,599.3,0.0,0,940.47,1539.77,29,No,Yes,No,0,No,Offer C,No,0,Stayed,Don't know,0
Female,39,No,No,0,No,Callahan,96014,290,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Mailed check,79.6,48.45,4024.2,0.0,0,2422.5,6446.7,50,Yes,Yes,Yes,14,Yes,Offer B,No,0,Stayed,Don't know,0
Female,22,Yes,No,0,No,Llano,93544,1220,No,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Mailed check,35.8,0.0,363.15,0.0,0,0.0,363.15,11,Yes,No,No,52,Yes,Offer D,No,0,Stayed,Don't know,0
Male,21,Yes,No,1,Yes,Twain Harte,95383,4848,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Credit card (automatic),91.95,27.1,6614.9,0.0,0,1951.2,8566.1,72,Yes,Yes,Yes,59,Yes,Offer A,Yes,1,Stayed,Don't know,0
Male,52,No,No,2,No,Lake Arrowhead,92352,9793,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.65,15.5,100.9,0.0,0,93.0,193.9,6,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Female,54,No,No,0,No,Monterey Park,91754,33280,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),84.8,40.17,3862.55,0.0,0,1767.48,5630.03,44,Yes,Yes,Yes,6,Yes,No,No,0,Churned,Attitude of support person,1
Male,35,No,No,0,Yes,Corona,92881,21911,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),86.65,12.12,6094.25,3.2,0,872.64,6963.69,72,Yes,Yes,Yes,23,Yes,No,Yes,1,Stayed,Don't know,0
Male,28,Yes,No,0,No,Earp,92242,1564,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.4,4.15,4445.3,0.0,0,199.2,4644.5,48,Yes,Yes,Yes,46,Yes,No,No,0,Stayed,Don't know,0
Male,69,No,Yes,0,No,Live Oak,95953,8695,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),70.35,25.23,3454.6,0.0,100,1261.5,4816.1,50,Yes,Yes,Yes,23,No,Offer B,No,0,Stayed,Don't know,0
Male,23,Yes,No,0,No,Union City,94587,66472,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,55.55,33.32,55.55,0.0,30,33.32,118.87,1,Yes,Yes,No,48,No,Offer E,No,0,Joined,Don't know,0
Male,56,No,No,3,No,San Jose,95123,59632,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,24.75,0.0,24.75,0.0,0,0.0,24.75,1,Yes,No,No,57,Yes,No,No,0,Churned,Competitor had better devices,1
Male,59,No,No,0,Yes,Lower Lake,95457,2644,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Credit card (automatic),60.7,0.0,2234.55,0.0,0,0.0,2234.55,36,Yes,No,No,24,Yes,No,Yes,7,Stayed,Don't know,0
Male,31,No,No,1,Yes,Bridgeville,95526,695,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,20.25,39.98,144.35,0.0,0,279.86,424.21,7,No,Yes,No,0,No,No,Yes,9,Stayed,Don't know,0
Male,55,No,No,0,No,Carnelian Bay,96140,1943,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.35,40.17,2515.3,0.0,0,1044.42,3559.72,26,Yes,Yes,Yes,27,Yes,No,No,0,Churned,Competitor had better devices,1
Female,33,No,No,0,No,Los Angeles,90039,29310,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,20.15,8.36,804.85,0.0,0,334.4,1139.25,40,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Male,39,No,No,0,Yes,Los Angeles,90022,68701,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Credit card (automatic),72.1,42.55,5016.65,0.0,0,3063.6,8080.25,72,Yes,Yes,Yes,18,Yes,No,Yes,5,Stayed,Don't know,0
Male,51,No,No,0,Yes,Penngrove,94951,3777,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),79.8,10.07,5034.05,0.0,0,634.41,5668.46,63,Yes,Yes,Yes,20,Yes,No,Yes,5,Stayed,Don't know,0
Female,49,No,No,0,Yes,Forestville,95436,6216,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.15,26.58,194.55,0.0,0,53.16,247.71,2,Yes,Yes,No,23,Yes,Offer E,No,0,Joined,Don't know,0
Male,59,No,No,0,Yes,Mecca,92254,8768,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),95.4,5.43,5812.0,0.0,0,325.8,6137.8,60,Yes,Yes,Yes,29,Yes,Offer B,Yes,5,Stayed,Don't know,0
Female,24,Yes,No,3,Yes,Rialto,92376,75882,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Bank transfer (automatic),19.3,2.56,890.5,0.0,0,120.32,1010.82,47,No,Yes,No,0,No,No,Yes,1,Stayed,Don't know,0
Male,22,Yes,No,0,No,San Diego,92111,46828,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,20.5,19.85,20.5,0.0,0,19.85,40.35,1,No,Yes,No,0,No,No,No,0,Churned,Attitude of support person,1
Male,28,Yes,No,0,No,Los Angeles,90037,56709,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Mailed check,79.0,7.55,1902.0,0.0,0,188.75,2090.75,25,Yes,Yes,No,71,Yes,Offer C,No,0,Stayed,Don't know,0
Female,36,No,No,0,No,San Jose,95132,40568,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.65,23.5,302.35,0.0,0,94.0,396.35,4,Yes,Yes,Yes,22,Yes,No,No,0,Stayed,Don't know,0
Female,47,No,No,0,No,Inverness,94937,1004,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,50.1,46.49,50.1,0.0,0,46.49,96.59,1,Yes,Yes,Yes,14,Yes,No,No,0,Churned,Don't know,1
Female,77,No,Yes,0,Yes,Gilroy,95020,49968,Yes,No,No,No,No,No,No,No,No,,One Year,No,Mailed check,19.6,25.35,727.8,0.0,0,937.95,1665.75,37,No,Yes,No,0,No,No,Yes,1,Stayed,Don't know,0
Female,68,No,Yes,0,No,Palo Alto,94304,1723,Yes,Yes,No,No,No,No,No,Yes,No,Cable,Month-to-Month,Yes,Electronic check,84.6,6.68,360.1,0.0,0,26.72,386.82,4,Yes,Yes,Yes,17,Yes,No,No,0,Churned,Competitor had better devices,1
Male,43,No,No,0,Yes,Gazelle,96034,392,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),75.4,42.16,5480.25,0.0,0,3035.52,8515.77,72,Yes,Yes,No,18,Yes,No,Yes,7,Stayed,Don't know,0
Female,23,Yes,No,0,Yes,Bieber,96009,595,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),105.7,25.46,6816.95,0.0,0,1705.82,8522.77,67,Yes,Yes,Yes,73,Yes,Offer A,Yes,2,Stayed,Don't know,0
Female,34,No,No,0,Yes,Potter Valley,95469,1884,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Electronic check,80.1,20.27,4693.2,0.0,0,1195.93,5889.13,59,Yes,Yes,Yes,13,Yes,No,Yes,7,Stayed,Don't know,0
Male,40,No,No,0,No,Long Beach,90822,425,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,70.4,29.63,70.4,0.0,0,29.63,100.03,1,Yes,Yes,No,15,Yes,Offer E,No,0,Churned,Competitor had better devices,1
Female,33,No,No,0,Yes,San Jose,95134,9657,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.1,49.48,4107.3,0.0,0,2127.64,6234.94,43,Yes,Yes,Yes,11,Yes,No,Yes,9,Stayed,Don't know,0
Female,54,No,No,2,Yes,Myers Flat,95554,644,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.45,28.73,19.45,0.0,0,28.73,48.18,1,No,Yes,No,0,No,No,Yes,1,Churned,Competitor made better offer,1
Female,19,Yes,No,0,No,Sacramento,95831,42832,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,No,Electronic check,70.4,41.12,281.0,0.0,70,164.48,515.48,4,Yes,Yes,No,42,No,No,No,0,Churned,Competitor had better devices,1
Female,20,Yes,No,0,Yes,Ventura,93003,46894,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Cable,Month-to-Month,No,Mailed check,65.0,6.35,663.05,0.0,0,57.15,720.2,9,Yes,Yes,No,69,Yes,Offer E,Yes,1,Churned,Competitor offered more data,1
Male,32,No,No,3,Yes,Redondo Beach,90277,34191,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),82.05,6.19,2570.2,0.0,120,185.7,2875.9,30,Yes,Yes,No,21,No,Offer C,Yes,5,Stayed,Don't know,0
Female,42,No,No,0,No,Tomales,94971,384,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Credit card (automatic),19.45,46.3,232.1,0.0,0,601.9,834.0,13,No,Yes,No,0,No,Offer D,No,0,Stayed,Don't know,0
Male,19,Yes,No,0,No,Fallbrook,92028,42239,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.75,43.56,144.8,0.0,0,87.12,231.92,2,Yes,Yes,No,52,Yes,Offer E,No,0,Joined,Don't know,0
Male,64,No,No,0,Yes,Janesville,96114,3093,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,19.05,11.38,637.55,0.0,0,341.4,978.95,30,No,Yes,No,0,No,No,Yes,1,Stayed,Don't know,0
Female,48,No,No,1,Yes,Laguna Hills,92653,48273,No,Yes,No,No,No,Yes,No,No,No,DSL,One Year,No,Credit card (automatic),30.25,0.0,368.85,0.0,0,0.0,368.85,12,Yes,No,No,22,Yes,No,Yes,4,Stayed,Don't know,0
Male,46,No,No,0,Yes,New Cuyama,93254,798,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),110.1,3.18,6705.7,0.0,0,200.34,6906.04,63,Yes,Yes,No,15,Yes,No,Yes,8,Stayed,Don't know,0
Male,39,No,No,1,Yes,Los Angeles,90057,44004,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,23.55,11.86,1173.35,0.0,0,569.28,1742.63,48,No,Yes,Yes,0,No,Offer B,No,0,Stayed,Don't know,0
Male,25,Yes,No,2,Yes,Sausalito,94965,11213,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Bank transfer (automatic),20.15,18.63,20.15,0.0,0,18.63,38.78,1,No,Yes,No,0,No,Offer E,Yes,7,Joined,Don't know,0
Female,72,No,Yes,0,Yes,Lodi,95242,22073,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),82.7,37.53,5831.2,0.0,0,2664.63,8495.83,71,Yes,Yes,Yes,24,Yes,Offer A,Yes,1,Stayed,Don't know,0
Female,20,Yes,No,0,Yes,Forest Falls,92339,958,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,24.4,20.09,1417.9,0.0,0,1225.49,2643.39,61,No,Yes,Yes,0,No,Offer B,Yes,10,Stayed,Don't know,0
Male,65,No,Yes,0,No,O Neals,93645,173,Yes,No,No,No,No,No,No,No,No,,One Year,No,Bank transfer (automatic),20.05,30.14,94.15,0.0,0,150.7,244.85,5,No,Yes,No,0,No,Offer E,No,0,Stayed,Don't know,0
Male,80,No,Yes,0,Yes,San Francisco,94132,26297,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,DSL,One Year,Yes,Bank transfer (automatic),59.9,0.0,2816.65,0.0,150,0.0,2966.65,46,Yes,No,No,15,No,No,Yes,1,Churned,Competitor offered higher download speeds,1
Male,45,No,No,0,No,Clayton,94517,14239,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,20.2,11.25,20.2,0.0,0,11.25,31.45,1,No,Yes,No,0,No,Offer E,No,0,Churned,Competitor made better offer,1
Male,42,No,No,0,Yes,Tuolumne,95379,3979,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),110.85,19.02,5275.8,4.93,0,893.94,6164.81,47,Yes,Yes,Yes,17,Yes,Offer B,Yes,1,Churned,Price too high,1
Male,33,No,No,0,Yes,Miranda,95553,867,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),99.5,10.76,5961.1,0.0,0,634.84,6595.94,59,Yes,Yes,Yes,5,Yes,Offer B,Yes,1,Churned,Competitor offered more data,1
Female,68,No,Yes,0,Yes,San Diego,92122,34902,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,81.0,47.28,371.65,40.64,10,236.4,577.41,5,Yes,Yes,Yes,11,No,Offer E,Yes,1,Churned,Competitor made better offer,1
Male,63,No,No,0,No,Gonzales,93926,9023,Yes,No,No,No,No,No,No,No,No,,One Year,No,Credit card (automatic),19.8,45.7,457.3,0.0,0,1188.2,1645.5,26,No,Yes,No,0,No,Offer C,No,0,Stayed,Don't know,0
Female,32,No,No,0,No,Pomona,91768,36057,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,Month-to-Month,No,Mailed check,65.1,11.56,2586.0,0.0,0,462.4,3048.4,40,Yes,Yes,No,26,Yes,No,No,0,Stayed,Don't know,0
Female,64,No,No,2,No,Lompoc,93436,51737,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,60.0,43.48,60.0,0.0,10,43.48,113.48,1,Yes,Yes,No,16,No,Offer E,No,0,Churned,Attitude of service provider,1
Male,22,Yes,No,3,Yes,Goleta,93117,49975,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Bank transfer (automatic),20.25,49.83,174.7,0.0,0,348.81,523.51,7,No,Yes,No,0,No,Offer E,No,0,Stayed,Don't know,0
Female,24,Yes,No,0,Yes,Delano,93215,37280,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),103.25,6.36,5037.55,0.0,0,305.28,5342.83,48,Yes,Yes,Yes,47,Yes,Offer B,Yes,1,Churned,Attitude of service provider,1
Female,59,No,No,0,No,San Diego,92122,34902,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Mailed check,19.9,36.63,19.9,0.0,0,36.63,56.53,1,No,Yes,No,0,No,Offer E,No,0,Churned,Competitor made better offer,1
